action;price;state
buyEURUSD;1.17781;(-1, -1, -1)
buyAUDUSD;0.79357;(-1, -1, -1)
buyGBPUSD;1.2905;(-1, -1, -1)
buyGBPUSD;1.29052;(-1, -1, -1)
buyGBPUSD;1.29046;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29051;(-1, -1, -1)
buyAUDUSD;0.79357;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.1778;(-1, -1, -1)
buyEURUSD;1.17777;(-1, -1, -1)
buyAUDUSD;0.7937;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29052;(-1, -1, -1)
buyEURUSD;1.17791;(-1, -1, -1)
buyGBPUSD;1.2906;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79366;(-1, -1, -1)
buyAUDUSD;0.79358;(-1, -1, -1)
buyEURUSD;1.17777;(-1, -1, -1)
buyGBPUSD;1.29069;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79355;(-1, -1, -1)
buyGBPUSD;1.29069;(-1, -1, -1)
buyGBPUSD;1.29069;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.2907;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17787;(-1, -1, -1)
buyGBPUSD;1.2907;(-1, -1, -1)
buyEURUSD;1.17791;(-1, -1, -1)
buyGBPUSD;1.29077;(-1, -1, -1)
buyAUDUSD;0.79369;(-1, -1, -1)
buyAUDUSD;0.79376;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17794;(-1, -1, -1)
buyEURUSD;1.17798;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17788;(-1, -1, -1)
buyAUDUSD;0.79368;(-1, -1, -1)
buyEURUSD;1.17798;(-1, -1, -1)
buyAUDUSD;0.79371;(-1, -1, -1)
buyEURUSD;1.17798;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79371;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17799;(-1, -1, -1)
buyGBPUSD;1.29068;(-1, -1, -1)
buyGBPUSD;1.29068;(-1, -1, -1)
buyGBPUSD;1.29067;(-1, -1, -1)
buyEURUSD;1.17791;(-1, -1, -1)
buyEURUSD;1.17791;(-1, -1, -1)
buyEURUSD;1.17787;(-1, -1, -1)
buyEURUSD;1.17791;(-1, -1, -1)
buyAUDUSD;0.79374;(-1, -1, -1)
buyGBPUSD;1.29057;(-1, -1, -1)
buyGBPUSD;1.29055;(-1, -1, -1)
buyAUDUSD;0.79372;(-1, -1, -1)
buyEURUSD;1.17808;(-1, -1, -1)
buyAUDUSD;0.7938;(-1, -1, -1)
buyGBPUSD;1.29055;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79382;(-1, -1, -1)
buyGBPUSD;1.29055;(-1, -1, -1)
sellAUDUSD;0.79379;(-1, -1, -1)
buyAUDUSD;0.79392;(-1, -1, -1)
buyEURUSD;1.17818;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79388;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17824;(-1, -1, -1)
buyGBPUSD;1.29083;(-1, -1, -1)
buyAUDUSD;0.79396;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
sellGBPUSD;1.29071;(-1, -1, -1)
buyAUDUSD;0.79386;(-1, -1, -1)
buyAUDUSD;0.79383;(-1, -1, -1)
buyAUDUSD;0.79383;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17804;(-1, -1, -1)
buyAUDUSD;0.79386;(-1, -1, -1)
buyEURUSD;1.17814;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79385;(-1, -1, -1)
buyEURUSD;1.17789;(-1, -1, -1)
buyAUDUSD;0.79369;(-1, -1, -1)
buyAUDUSD;0.79369;(-1, -1, -1)
buyAUDUSD;0.79377;(-1, -1, -1)
buyGBPUSD;1.29077;(-1, -1, -1)
buyAUDUSD;0.79405;(-1, -1, -1)
buyGBPUSD;1.29078;(-1, -1, -1)
buyEURUSD;1.17811;(-1, -1, -1)
buyEURUSD;1.1781;(-1, -1, -1)
buyEURUSD;1.17835;(-1, -1, -1)
sellEURUSD;1.17836;(-1, -1, -1)
buyGBPUSD;1.29103;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17861;(-1, -1, -1)
sellAUDUSD;0.79457;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -2, -1)
buyGBPUSD;1.29095;(-1, -1, -1)
buyAUDUSD;0.79465;(-1, -1, -1)
buyEURUSD;1.17878;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29072;(-1, -1, -1)
buyAUDUSD;0.79465;(-1, -1, -1)
nothing;0.0;(-1, -2, -1)
buyGBPUSD;1.29079;(-1, -2, -1)
buyGBPUSD;1.29084;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.1786;(-1, -1, -1)
buyGBPUSD;1.29064;(-1, -1, -1)
buyGBPUSD;1.29044;(-1, -1, -1)
buyGBPUSD;1.29039;(-1, -1, -1)
buyEURUSD;1.17808;(-1, -1, -1)
buyAUDUSD;0.79438;(-1, -1, -1)
buyEURUSD;1.1779;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29034;(-1, -1, -1)
buyGBPUSD;1.29034;(-1, -1, -1)
buyGBPUSD;1.29052;(-1, -1, -1)
buyGBPUSD;1.29056;(-1, -1, -1)
buyEURUSD;1.17821;(-1, -1, -1)
buyAUDUSD;0.79417;(-1, -1, -1)
buyEURUSD;1.17837;(-1, -1, -1)
buyGBPUSD;1.29033;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17812;(-1, -1, -1)
buyAUDUSD;0.79417;(-1, -1, -1)
buyAUDUSD;0.7941;(-1, -1, -1)
buyEURUSD;1.17813;(-1, -1, -1)
buyEURUSD;1.17791;(-1, -1, -1)
buyGBPUSD;1.28991;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28983;(-1, -1, 0)
buyEURUSD;1.17791;(-1, -1, -1)
buyAUDUSD;0.79402;(-1, -1, -1)
nothing;0.0;(-1, -1, 0)
buyGBPUSD;1.28983;(-1, -1, 0)
buyAUDUSD;0.79402;(-1, -1, -1)
buyAUDUSD;0.794;(-1, -1, -1)
buyGBPUSD;1.28984;(-1, -1, 0)
nothing;0.0;(-1, -1, 0)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.7938;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79409;(-1, -1, -1)
buyEURUSD;1.178;(-1, -1, -1)
buyAUDUSD;0.79382;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79377;(-1, -1, -1)
buyAUDUSD;0.79373;(0, -1, -1)
nothing;0.0;(0, -1, -1)
buyAUDUSD;0.7936;(0, -1, -1)
nothing;0.0;(0, -1, 0)
buyGBPUSD;1.28987;(0, -1, 0)
buyGBPUSD;1.28985;(0, -1, 0)
buyGBPUSD;1.28979;(0, 0, 0)
buyGBPUSD;1.28971;(0, -1, 0)
buyGBPUSD;1.2896;(0, -1, 0)
buyAUDUSD;0.79348;(0, -1, 0)
buyAUDUSD;0.79381;(-1, -1, 0)
buyGBPUSD;1.2898;(-1, -1, 0)
buyGBPUSD;1.28991;(-1, -1, 0)
nothing;0.0;(-1, -1, 0)
buyEURUSD;1.17783;(-1, -1, 0)
buyGBPUSD;1.28969;(0, -1, 0)
buyGBPUSD;1.28963;(0, -1, 0)
buyAUDUSD;0.79374;(0, -1, 0)
buyGBPUSD;1.28967;(0, -1, 0)
buyAUDUSD;0.79397;(0, -1, 0)
buyGBPUSD;1.28944;(0, -1, 0)
buyGBPUSD;1.28933;(0, -1, 0)
buyGBPUSD;1.28932;(0, -1, 0)
buyGBPUSD;1.28935;(0, -1, 0)
buyGBPUSD;1.28936;(0, -1, 0)
buyEURUSD;1.17737;(0, -1, 0)
buyGBPUSD;1.28928;(0, -1, 0)
buyGBPUSD;1.28924;(0, -1, 0)
sellAUDUSD;0.79443;(0, -1, 0)
buyGBPUSD;1.28933;(0, -1, 0)
buyGBPUSD;1.28922;(0, -1, 0)
buyGBPUSD;1.2891;(0, -1, 0)
buyGBPUSD;1.28919;(0, -1, 0)
buyGBPUSD;1.28909;(0, -1, 0)
buyGBPUSD;1.28924;(0, -1, 0)
buyGBPUSD;1.2891;(0, -1, 0)
buyGBPUSD;1.28927;(0, -1, 0)
buyGBPUSD;1.28933;(0, -1, 0)
buyGBPUSD;1.28933;(0, -1, 0)
nothing;0.0;(0, -1, 0)
buyEURUSD;1.17756;(0, -1, 0)
buyGBPUSD;1.2892;(0, -1, 0)
buyGBPUSD;1.28928;(0, -1, 0)
buyGBPUSD;1.28917;(0, -1, 0)
buyGBPUSD;1.28919;(0, -1, 0)
buyGBPUSD;1.28918;(0, -1, 0)
buyGBPUSD;1.28899;(0, -1, 0)
buyGBPUSD;1.28898;(0, -1, 0)
buyAUDUSD;0.79439;(0, -1, 0)
buyGBPUSD;1.28885;(0, -1, 0)
buyGBPUSD;1.28894;(0, -1, 0)
buyGBPUSD;1.28898;(0, -1, 0)
buyGBPUSD;1.28915;(0, -1, 0)
buyAUDUSD;0.79468;(0, -1, 0)
buyAUDUSD;0.79472;(0, -1, 0)
buyEURUSD;1.17595;(0, -1, 0)
buyEURUSD;1.17616;(0, -1, 0)
buyGBPUSD;1.28874;(0, -1, 0)
buyAUDUSD;0.7944;(0, -1, 0)
buyAUDUSD;0.79431;(0, -1, 0)
buyAUDUSD;0.79466;(0, -1, 0)
buyAUDUSD;0.7946;(0, -1, 0)
